"","geneNames"
"5440","G3BP2"
"5441","USO1"
"5442","AC110615.1"
"5443","PPEF2"
"5444","NAAA"
"5445","SDAD1"
"5446","AC112719.2"
"5447","CXCL9"
"5448","ART3"
"5449","CXCL10"
"5450","CXCL11"
"5451","NUP54"
"5452","SCARB2"
"5453","FAM47E"
"5454","STBD1"
"5455","SHROOM3"
"5456","SEPT11"
"5457","CCNI"
"5458","CCNG2"
"5459","CXCL13"
"5460","CNOT6L"
"5461","MRPL1"
"5462","ANXA3"
"5463","LINC01094"
"5464","AC098818.2"
"5465","BMP2K"
"5466","PAQR3"
"5467","LINC01088"
"5468","LINC00989"
"5469","ANTXR2"
"5470","AC021127.1"
"5471","PRDM8"
"5472","CFAP299"
"5473","BMP3"
"5474","PRKG2"
"5475","RASGEF1B"
"5476","AC124016.2"
"5477","HNRNPD"
"5478","AC124016.1"
"5479","HNRNPDL"
"5480","ENOPH1"
"5481","TMEM150C"
"5482","SCD5"
"5483","SEC31A"
"5484","THAP9-AS1"
"5485","THAP9"
"5486","LIN54"
"5487","COPS4"
"5488","PLAC8"
"5489","AC114781.2"
"5490","COQ2"
"5491","HPSE"
"5492","HELQ"
"5493","MRPS18C"
"5494","ABRAXAS1"
"5495","GPAT3"
"5496","CDS1"
"5497","WDFY3"
"5498","WDFY3-AS1"
"5499","ARHGAP24"
"5500","MAPK10"
"5501","PTPN13"
"5502","C4orf36"
"5503","AC093827.5"
"5504","AC093827.4"
"5505","AFF1"
"5506","KLHL8"
"5507","HSD17B13"
"5508","HSD17B11"
"5509","NUDT9"
"5510","AC112250.2"
"5511","SPARCL1"
"5512","PKD2"
"5513","ABCG2"
"5514","PPM1K"
"5515","AC107067.1"
"5516","HERC6"
"5517","HERC5"
"5518","PYURF"
"5519","AC098582.1"
"5520","AC083829.2"
"5521","HERC3"
"5522","NAP1L5"
"5523","FAM13A-AS1"
"5524","FAM13A"
"5525","TIGD2"
"5526","AC104785.1"
"5527","GPRIN3"
"5528","AC097478.1"
"5529","SNCA"
"5530","SNCA-AS1"
"5531","MMRN1"
"5532","CCSER1"
"5533","SMARCAD1"
"5534","HPGDS"
"5535","PDLIM5"
"5536","BMPR1B"
"5537","UNC5C"
"5538","AC106881.1"
"5539","LINC02267"
"5540","STPG2"
"5541","AC019077.1"
"5542","RAP1GDS1"
"5543","TSPAN5"
"5544","AC114811.2"
"5545","EIF4E"
"5546","METAP1"
"5547","AC019131.2"
"5548","ADH5"
"5549","AP002026.1"
"5550","ADH4"
"5551","ADH6"
"5552","TRMT10A"
"5553","MTTP"
"5554","DAPP1"
"5555","LAMTOR3"
"5556","DNAJB14"
"5557","H2AFZ"
"5558","AC097460.1"
"5559","DDIT4L"
"5560","EMCN"
"5561","PPP3CA"
"5562","AP001816.1"
"5563","BANK1"
"5564","AP002075.1"
"5565","SLC39A8"
"5566","AC098487.1"
"5567","AF213884.3"
"5568","NFKB1"
"5569","MANBA"
"5570","UBE2D3"
"5571","AC018797.2"
"5572","CISD2"
"5573","SLC9B1"
"5574","SLC9B2"
"5575","BDH2"
"5576","CENPE"
"5577","LINC02503"
"5578","CXXC4"
"5579","CXXC4-AS1"
"5580","AC096577.1"
"5581","AC004069.1"
"5582","TET2"
"5583","TET2-AS1"
"5584","PPA2"
"5585","ARHGEF38"
"5586","INTS12"
"5587","GSTCD"
"5588","AC109361.1"
"5589","TBCK"
"5590","AIMP1"
"5591","GIMD1"
"5592","DKK2"
"5593","PAPSS1"
"5594","SGMS2"
"5595","AC096564.1"
"5596","CYP2U1"
"5597","AC096564.2"
"5598","HADH"
"5599","LEF1"
"5600","RPL34-AS1"
"5601","RPL34"
"5602","OSTC"
"5603","COL25A1"
"5604","SEC24B-AS1"
"5605","SEC24B"
"5606","MCUB"
"5607","CASP6"
"5608","AC004067.1"
"5609","PLA2G12A"
"5610","CFI"
"5611","AC126283.1"
"5612","GAR1"
"5613","RRH"
"5614","LRIT3"
"5615","EGF"
"5616","ELOVL6"
"5617","ENPEP"
"5618","FAM241A"
"5619","AC109347.1"
"5620","AP1AR"
"5621","AC109347.2"
"5622","TIFA"
"5623","ALPK1"
"5624","ZGRF1"
"5625","LARP7"
"5626","AC106864.1"
"5627","ANK2"
"5628","CAMK2D"
"5629","ARSJ"
"5630","UGT8"
"5631","NDST3"
"5632","SNHG8"
"5633","PRSS12"
"5634","AC110079.2"
"5635","METTL14"
"5636","SEC24D"
"5637","SYNPO2"
"5638","MYOZ2"
"5639","USP53"
"5640","C4orf3"
"5641","FABP2"
"5642","AC093752.3"
"5643","AC093752.2"
"5644","PDE5A"
"5645","AC097173.2"
"5646","MAD2L1"
"5647","AC108866.1"
"5648","AC025741.1"
"5649","PRDM5"
"5650","TNIP3"
"5651","ANXA5"
"5652","AC079341.1"
"5653","EXOSC9"
"5654","CCNA2"
"5655","BBS7"
"5656","AC079341.2"
"5657","TRPC3"
"5658","KIAA1109"
"5659","IL2"
"5660","IL21"
"5661","IL21-AS1"
"5662","BBS12"
"5663","FGF2"
"5664","AC021205.3"
"5665","NUDT6"
"5666","SPATA5"
"5667","SPRY1"
"5668","LINC02435"
"5669","ANKRD50"
"5670","FAT4"
"5671","INTU"
"5672","HSPA4L"
"5673","AC093591.2"
"5674","PLK4"
"5675","MFSD8"
"5676","ABHD18"
"5677","LARP1B"
"5678","PGRMC2"
"5679","AC108062.1"
"5680","AC078850.1"
"5681","AC078850.2"
"5682","JADRR"
"5683","JADE1"
"5684","SCLT1"
"5685","C4orf33"
"5686","AC096711.2"
"5687","AC096711.3"
"5688","AC096711.1"
"5689","AC107463.1"
"5690","LINC02172"
"5691","SLC7A11"
"5692","AC109927.1"
"5693","AC109927.2"
"5694","NOCT"
"5695","ELF2"
"5696","MGARP"
"5697","NDUFC1"
"5698","NAA15"
"5699","AC097376.2"
"5700","RAB33B"
"5701","SETD7"
"5702","AC112236.2"
"5703","AC112236.1"
"5704","MGST2"
"5705","MAML3"
"5706","AC131182.1"
"5707","SCOC"
"5708","SCOC-AS1"
"5709","CLGN"
"5710","ELMOD2"
"5711","UCP1"
"5712","TBC1D9"
"5713","AC096733.1"
"5714","AC096733.2"
"5715","RNF150"
"5716","ZNF330"
"5717","LINC02432"
"5718","AC097504.2"
"5719","IL15"
"5720","INPP4B"
"5721","AC139720.1"
"5722","AC104596.1"
"5723","USP38"
"5724","GAB1"
"5725","SMARCA5"
"5726","SMARCA5-AS1"
"5727","FREM3"
"5728","GYPE"
"5729","GYPB"
"5730","GYPA"
"5731","HHIP-AS1"
"5732","HHIP"
"5733","ANAPC10"
"5734","ABCE1"
"5735","OTUD4"
"5736","SMAD1"
"5737","MMAA"
"5738","ZNF827"
"5739","AC108206.1"
"5740","LINC01095"
"5741","LSM6"
"5742","REELD1"
"5743","SLC10A7"
"5744","AC093835.1"
"5745","TMEM184C"
"5746","PRMT9"
"5747","ARHGAP10"
"5748","NR3C2"
"5749","AC069272.1"
"5750","AC108935.1"
"5751","DCLK2"
"5752","LRBA"
"5753","AC110813.1"
"5754","MAB21L2"
"5755","RPS3A"
"5756","SH3D19"
"5757","AC095055.1"
"5758","AC104819.3"
"5759","FAM160A1-DT"
"5760","FAM160A1"
"5761","AC092611.2"
"5762","GATB"
"5763","AC092611.1"
"5764","AC097375.1"
"5765","LINC02273"
"5766","AC079340.2"
"5767","AC080078.2"
"5768","FBXW7"
"5769","TMEM154"
"5770","AC106882.1"
"5771","TIGD4"
"5772","ARFIP1"
"5773","FHDC1"
"5774","TRIM2"
"5775","MND1"
"5776","TMEM131L"
"5777","TLR2"
"5778","RNF175"
"5779","AC020703.1"
"5780","DCHS2"
"5781","PLRG1"
"5782","LRAT"
"5783","AC097467.3"
"5784","MAP9"
"5785","GUCY1A1"
"5786","GUCY1B1"
"5787","CTSO"
"5788","PDGFC"
"5789","FAM198B"
"5790","FAM198B-AS1"
"5791","TMEM144"
"5792","RXFP1"
"5793","C4orf46"
"5794","ETFDH"
"5795","PPID"
"5796","FNIP2"
"5797","RAPGEF2"
"5798","NAF1"
"5799","TKTL2"
"5800","TMA16"
"5801","MARCH1"
"5802","AC093788.1"
"5803","SMIM31"
"5804","TRIM61"
"5805","FAM218A"
"5806","TRIM60"
"5807","TMEM192"
"5808","KLHL2"
"5809","GK3P"
"5810","MSMO1"
"5811","CPE"
"5812","LINC01179"
"5813","SPOCK3"
"5814","ANXA10"
"5815","DDX60"
"5816","DDX60L"
"5817","PALLD"
"5818","CBR4"
"5819","AC021151.1"
"5820","SH3RF1"
"5821","NEK1"
"5822","CLCN3"
"5823","HPF1"
"5824","LINC02275"
"5825","MFAP3L"
"5826","AADAT"
"5827","GALNTL6"
"5828","AC105285.1"
"5829","GALNT7"
"5830","AC097534.1"
"5831","HMGB2"
"5832","AC097534.2"
"5833","SAP30"
"5834","SCRG1"
"5835","HAND2-AS1"
"5836","FBXO8"
"5837","CEP44"
"5838","HPGD"
"5839","AC096751.2"
"5840","GLRA3"
"5841","ADAM29"
"5842","AC095050.1"
"5843","GPM6A"
"5844","WDR17"
"5845","AC019163.1"
"5846","SPCS3"
"5847","VEGFC"
"5848","NEIL3"
"5849","AGA"
"5850","AC078881.1"
"5851","AC098864.1"
"5852","AC079766.1"
"5853","DCTD"
"5854","WWC2-AS2"
"5855","WWC2"
"5856","CLDN22"
"5857","CDKN2AIP"
"5858","AC107214.1"
"5859","ING2"
"5860","AC107214.2"
"5861","RWDD4"
"5862","TRAPPC11"
"5863","STOX2"
"5864","ENPP6"
"5865","LINC02363"
"5866","LINC02362"
"5867","IRF2"
"5868","LINC02427"
"5869","LINC02365"
"5870","CASP3"
"5871","PRIMPOL"
"5872","CENPU"
"5873","ACSL1"
"5874","AC084871.2"
"5875","MIR3945HG"
"5876","LINC01093"
"5877","SLC25A4"
"5878","CFAP97"
"5879","SNX25"
"5880","LRP2BP"
"5881","AC112722.1"
"5882","ANKRD37"
"5883","UFSP2"
"5884","C4orf47"
"5885","CCDC110"
"5886","AC106897.1"
"5887","PDLIM3"
"5888","SORBS2"
"5889","AC093797.1"
"5890","TLR3"
"5891","FAM149A"
"5892","CYP4V2"
"5893","KLKB1"
"5894","F11"
"5895","FAT1"
"5896","ZFP42"
"5897","AC138781.1"
"5898","AF250324.1"
"5899","FRG1-DT"
"5900","LINC01596"
"5901","FRG1"
"5902","DBET"
"5903","PLEKHG4B"
"5904","LRRC14B"
"5905","CCDC127"
"5906","SDHA"
"5907","AC021087.1"
"5908","PDCD6"
"5909","AHRR"
"5910","EXOC3-AS1"
"5911","EXOC3"
"5912","SLC9A3"
"5913","AC106772.1"
"5914","CEP72"
"5915","TPPP"
"5916","AC026740.1"
"5917","ZDHHC11B"
"5918","ZDHHC11"
"5919","BRD9"
"5920","TRIP13"
"5921","AC116351.1"
"5922","NKD2"
"5923","SLC12A7"
"5924","TERT"
"5925","CLPTM1L"
"5926","SLC6A3"
"5927","LPCAT1"
"5928","AC091849.2"
"5929","AC026412.3"
"5930","AC112176.1"
"5931","MRPL36"
"5932","NDUFS6"
"5933","AC091891.2"
"5934","ADAMTS16"
"5935","ICE1"
"5936","LINC02145"
"5937","MED10"
"5938","UBE2QL1"
"5939","LINC01018"
"5940","NSUN2"
"5941","SRD5A1"
"5942","LINC02102"
"5943","TENT4A"
"5944","AC122710.3"
"5945","LINC02142"
"5946","ADCY2"
"5947","MTRR"
"5948","FASTKD3"
"5949","AC025174.1"
"5950","LINC02226"
"5951","AC091965.1"
"5952","AC091965.4"
"5953","MIR4458HG"
"5954","SEMA5A"
"5955","SNHG18"
"5956","AC034229.1"
"5957","AC034229.4"
"5958","FAM173B"
"5959","AC012640.1"
"5960","CCT5"
"5961","AC012640.4"
"5962","CMBL"
"5963","AC012640.2"
"5964","MARCH6"
"5965","ROPN1L"
"5966","LINC01513"
"5967","ANKRD33B"
"5968","DAP"
"5969","AC012629.2"
"5970","CTNND2"
"5971","DNAH5"
"5972","TRIO"
"5973","OTULINL"
"5974","AC010491.1"
"5975","OTULIN"
"5976","ANKH"
"5977","AC016575.1"
"5978","AC016651.1"
"5979","LINC02150"
"5980","ZNF622"
"5981","RETREG1"
"5982","AC022113.1"
"5983","AC022113.2"
"5984","MYO10"
"5985","BASP1"
"5986","BASP1-AS1"
"5987","AC026785.2"
"5988","LINC02217"
"5989","LINC02218"
"5990","LINC02100"
"5991","CDH18"
"5992","LINC02241"
"5993","AC093274.1"
"5994","AC091946.2"
"5995","AC091946.1"
"5996","CDH12"
"5997","C5orf17"
"5998","LINC02211"
"5999","AC022140.1"
"6000","PURPL"
"6001","LINC02109"
"6002","CDH6"
"6003","DROSHA"
"6004","C5orf22"
"6005","PDZD2"
"6006","AC025178.1"
"6007","GOLPH3"
"6008","AC025181.2"
"6009","MTMR12"
"6010","ZFR"
"6011","SUB1"
"6012","NPR3"
"6013","AC010343.3"
"6014","LINC02160"
"6015","AC034231.1"
"6016","TARS"
"6017","SLC45A2"
"6018","AMACR"
"6019","C1QTNF3-AMACR"
"6020","C1QTNF3"
"6021","AC139792.1"
"6022","RAI14"
"6023","AC026801.2"
"6024","TTC23L"
"6025","RAD1"
"6026","BRIX1"
"6027","DNAJC21"
"6028","PRLR"
"6029","SPEF2"
"6030","AC137810.1"
"6031","IL7R"
"6032","CAPSL"
"6033","UGT3A2"
"6034","LMBRD2"
"6035","SKP2"
"6036","NADK2"
"6037","NADK2-AS1"
"6038","SLC1A3"
"6039","AC008957.1"
"6040","AC026741.1"
"6041","NIPBL"
"6042","CPLANE1"
"6043","NUP155"
"6044","WDR70"
"6045","LIFR"
"6046","OSMR"
"6047","RICTOR"
"6048","FYB1"
"6049","DAB2"
"6050","TTC33"
"6051","PTGER4"
"6052","PRKAA1"
"6053","RPL37"
"6054","CARD6"
"6055","OXCT1"
"6056","C5orf51"
"6057","FBXO4"
"6058","GHR"
"6059","CCDC152"
"6060","SELENOP"
"6061","AC008945.1"
"6062","AC008875.1"
"6063","AC025171.3"
"6064","AC025171.5"
"6065","ANXA2R"
"6066","AC025171.2"
"6067","AC025171.4"
"6068","ZNF131"
"6069","NIM1K"
"6070","AC114947.2"
"6071","HMGCS1"
"6072","CCL28"
"6073","TMEM267"
"6074","C5orf34"
"6075","AC114956.2"
"6076","AC114956.1"
"6077","PAIP1"
"6078","NNT-AS1"
"6079","NNT"
"6080","MRPS30-DT"
"6081","MRPS30"
"6082","AC093297.2"
"6083","EMB"
"6084","AC112187.3"
"6085","PARP8"
"6086","ITGA1"
"6087","PELO"
"6088","ITGA2"
"6089","AC008966.2"
"6090","MOCS2"
"6091","AC008966.1"
"6092","FST"
"6093","NDUFS4"
"6094","AC025175.1"
"6095","ARL15"
"6096","LINC01033"
"6097","HSPB3"
"6098","SNX18"
"6099","ESM1"
"6100","GZMK"
"6101","GZMA"
"6102","CDC20B"
"6103","GPX8"
"6104","AC026704.1"
"6105","DHX29"
"6106","MTREX"
"6107","PLPP1"
"6108","SLC38A9"
"6109","IL31RA"
"6110","IL6ST"
"6111","AC008914.1"
"6112","AC008892.1"
"6113","AC016596.1"
"6114","ANKRD55"
"6115","AC034245.1"
"6116","LINC01948"
"6117","C5orf67"
"6118","AC008940.1"
"6119","MAP3K1"
"6120","AC008937.2"
"6121","AC008937.1"
"6122","SETD9"
"6123","MIER3"
"6124","AC008937.3"
"6125","GPBP1"
"6126","LINC02225"
"6127","PLK2"
"6128","GAPT"
"6129","LINC02108"
"6130","RAB3C"
"6131","AC016642.1"
"6132","PDE4D"
"6133","AC092343.1"
"6134","PART1"
"6135","DEPDC1B"
"6136","ELOVL7"
"6137","AC104113.1"
"6138","ERCC8"
"6139","NDUFAF2"
"6140","SMIM15"
"6141","SMIM15-AS1"
"6142","ZSWIM6"
"6143","KIF2A"
"6144","DIMT1"
"6145","IPO11"
"6146","LRRC70"
"6147","RNF180"
"6148","SREK1IP1"
"6149","CWC27"
"6150","AC092354.2"
"6151","AC092354.1"
"6152","ADAMTS6"
"6153","AC025176.1"
"6154","CENPK"
"6155","PPWD1"
"6156","TRIM23"
"6157","TRAPPC13"
"6158","SHLD3"
"6159","SGTB"
"6160","NLN"
"6161","AC010359.1"
"6162","ERBIN"
"6163","SREK1"
"6164","AC025442.1"
"6165","MAST4"
"6166","MAST4-AS1"
"6167","CD180"
"6168","AC112206.2"
"6169","LINC02242"
"6170","AC106798.1"
"6171","AC024581.1"
"6172","PIK3R1"
"6173","AC010280.2"
"6174","SLC30A5"
"6175","AC010273.1"
"6176","CCNB1"
"6177","CENPH"
"6178","MRPS36"
"6179","CDK7"
"6180","CCDC125"
"6181","AK6"
"6182","TAF9"
"6183","RAD17"
"6184","MARVELD2"
"6185","OCLN"
"6186","GTF2H2C"
"6187","SERF1B"
"6188","SMN2"
"6189","AC146944.4"
"6190","SERF1A"
"6191","SMN1"
"6192","NAIP"
"6193","GTF2H2"
"6194","LINC02197"
"6195","BDP1"
"6196","MCCC2"
"6197","MAP1B"
"6198","MRPS27"
"6199","PTCD2"
"6200","ZNF366"
"6201","AC035140.1"
"6202","TNPO1"
"6203","AC008972.1"
"6204","AC008972.2"
"6205","FCHO2"
"6206","TMEM171"
"6207","FOXD1"
"6208","AC099522.2"
"6209","BTF3"
"6210","ANKRA2"
"6211","UTP15"
"6212","ARHGEF28"
"6213","ENC1"
"6214","HEXB"
"6215","GFM2"
"6216","NSA2"
"6217","FAM169A"
"6218","AC010501.1"
"6219","AC116337.3"
"6220","GCNT4"
"6221","LINC01336"
"6222","ANKRD31"
"6223","AC008897.2"
"6224","HMGCR"
"6225","COL4A3BP"
"6226","AC008897.3"
"6227","POLK"
"6228","AC010245.1"
"6229","AC010245.2"
"6230","ANKDD1B"
"6231","POC5"
"6232","SV2C"
"6233","AC113404.1"
"6234","IQGAP2"
"6235","AC026725.1"
"6236","F2RL2"
"6237","AC025188.1"
"6238","F2R"
"6239","F2RL1"
"6240","S100Z"
"6241","CRHBP"
"6242","AGGF1"
"6243","ZBED3"
"6244","AC008581.1"
"6245","ZBED3-AS1"
"6246","PDE8B"
"6247","WDR41"
"6248","TBCA"
"6249","AP3B1"
"6250","SCAMP1-AS1"
"6251","SCAMP1"
"6252","LHFPL2"
"6253","ARSB"
"6254","DMGDH"
"6255","BHMT2"
"6256","BHMT"
"6257","JMY"
"6258","HOMER1"
"6259","TENT2"
"6260","CMYA5"
"6261","MTX3"
"6262","THBS4"
"6263","AC012636.1"
"6264","SERINC5"
"6265","AC010260.1"
"6266","ZFYVE16"
"6267","AC008771.1"
"6268","FAM151B"
"6269","LINC01337"
"6270","DHFR"
"6271","AC008434.1"
"6272","MSH3"
"6273","RASGRF2-AS1"
"6274","RASGRF2"
"6275","AC026427.1"
"6276","CKMT2-AS1"
"6277","CKMT2"
"6278","ZCCHC9"
"6279","ACOT12"
"6280","SSBP2"
"6281","AC026726.1"
"6282","ATG10"
"6283","RPS23"
"6284","ATP6AP1L"
"6285","AC108174.1"
"6286","AC027338.1"
"6287","AC104118.1"
"6288","TMEM167A"
"6289","XRCC4"
"6290","VCAN"
"6291","VCAN-AS1"
"6292","COX7C"
"6293","LINC02059"
"6294","AC109492.1"
"6295","LINC01949"
"6296","RASA1"
"6297","CCNH"
"6298","AC018754.1"
"6299","TMEM161B"
"6300","TMEM161B-AS1"
"6301","MEF2C-AS2"
"6302","MEF2C"
"6303","MEF2C-AS1"
"6304","LINC02161"
"6305","CETN3"
"6306","MBLAC2"
"6307","POLR3G"
"6308","LYSMD3"
"6309","ADGRV1"
"6310","AC123595.1"
"6311","LUCAT1"
"6312","ARRDC3"
"6313","ARRDC3-AS1"
"6314","FAM172A"
"6315","POU5F2"
"6316","AC108102.1"
"6317","KIAA0825"
"6318","SLF1"
"6319","MCTP1"
"6320","AC012312.1"
"6321","FAM81B"
"6322","TTC37"
"6323","ARSK"
"6324","GPR150"
"6325","RFESD"
"6326","SPATA9"
"6327","AC008840.1"
"6328","RHOBTB3"
"6329","GLRX"
"6330","AC008592.4"
"6331","AC008592.5"
"6332","LINC01554"
"6333","ELL2"
"6334","MIR583HG"
"6335","CAST"
"6336","AC020900.1"
"6337","ERAP1"
"6338","AC008906.1"
"6339","AC008906.2"
"6340","AC009126.1"
"6341","ERAP2"
"6342","LNPEP"
"6343","LIX1-AS1"
"6344","LIX1"
"6345","RIOK2"
"6346","AC008883.2"
"6347","LINC01340"
"6348","LINC02234"
"6349","RGMB"
"6350","RGMB-AS1"
"6351","AC008522.1"
"6352","CHD1"
"6353","LINC02062"
"6354","AC021086.1"
"6355","FAM174A"
"6356","ST8SIA4"
"6357","SLCO4C1"
"6358","LINC00491"
"6359","PAM"
"6360","GIN1"
"6361","PPIP5K2"
"6362","C5orf30"
"6363","NUDT12"
"6364","AC091987.1"
"6365","EFNA5"
"6366","FBXL17"
"6367","LINC01023"
"6368","FER"
"6369","AC008467.1"
"6370","PJA2"
"6371","AC012603.1"
"6372","MAN2A1"
"6373","TMEM232"
"6374","SLC25A46"
"6375","TSLP"
"6376","WDR36"
"6377","CAMK4"
"6378","AC010468.2"
"6379","AC010275.1"
"6380","STARD4"
"6381","STARD4-AS1"
"6382","NREP"
"6383","EPB41L4A"
"6384","EPB41L4A-AS1"
"6385","EPB41L4A-DT"
"6386","APC"
"6387","SRP19"
"6388","REEP5"
"6389","DCP2"
"6390","MCC"
"6391","YTHDC2"
"6392","TRIM36"
"6393","PGGT1B"
"6394","AC008494.3"
"6395","CCDC112"
"6396","FEM1C"
"6397","TMED7-TICAM2"
"6398","TICAM2"
"6399","AC010226.1"
"6400","TMED7"
"6401","AC008549.2"
"6402","CDO1"
"6403","ATG12"
"6404","AP3S1"
"6405","LVRN"
"6406","ARL14EPL"
"6407","AC034236.3"
"6408","AC034236.2"
"6409","COMMD10"
"6410","AC018752.1"
"6411","SEMA6A"
"6412","SEMA6A-AS1"
"6413","LINC00992"
"6414","LINC02208"
"6415","AC093206.1"
"6416","DTWD2"
"6417","AC008629.1"
"6418","DMXL1"
"6419","TNFAIP8"
"6420","HSD17B4"
"6421","PRR16"
"6422","SRFBP1"
"6423","LOX"
"6424","ZNF474"
"6425","LINC02201"
"6426","SNX2"
"6427","SNX24"
"6428","PPIC"
"6429","PRDM6"
"6430","CEP120"
"6431","CSNK1G3"
"6432","ZNF608"
"6433","LINC02240"
"6434","GRAMD2B"
"6435","AC093535.1"
"6436","ALDH7A1"
"6437","PHAX"
"6438","TEX43"
"6439","LMNB1-DT"
"6440","LMNB1"
"6441","MARCH3"
"6442","C5orf63"
"6443","AC011416.3"
"6444","PRRC1"
"6445","CCDC192"
"6446","LINC01184"
"6447","SLC12A2"
"6448","FBN2"
"6449","ISOC1"
"6450","KIAA1024L"
"6451","HINT1"
"6452","LYRM7"
"6453","CDC42SE2"
"6454","RAPGEF6"
"6455","FNIP1"
"6456","MEIKIN"
"6457","ACSL6"
"6458","CSF2"
"6459","P4HA2"
"6460","PDLIM4"
"6461","SLC22A4"
"6462","SLC22A5"
"6463","AC116366.3"
"6464","AC116366.2"
"6465","AC116366.1"
"6466","IRF1"
"6467","IL5"
"6468","RAD50"
"6469","TH2LCRR"
"6470","IL13"
"6471","IL4"
"6472","AC004039.1"
"6473","KIF3A"
"6474","CCNI2"
"6475","SEPT8"
"6476","AC004775.1"
"6477","SHROOM1"
"6478","GDF9"
"6479","UQCRQ"
"6480","LEAP2"
"6481","AFF4"
"6482","AC010240.3"
"6483","ZCCHC10"
"6484","HSPA4"
"6485","FSTL4"
"6486","AC010307.3"
"6487","C5orf15"
"6488","VDAC1"
"6489","AC008608.2"
"6490","TCF7"
"6491","SKP1"
"6492","AC104109.3"
"6493","PPP2CA"
"6494","AC104109.2"
"6495","CDKL3"
"6496","UBE2B"
"6497","AC109454.2"
"6498","CDKN2AIPNL"
"6499","JADE2"
"6500","SAR1B"
"6501","SEC24A"
"6502","CAMLG"
"6503","DDX46"
"6504","C5orf24"
"6505","TXNDC15"
"6506","PCBD2"
"6507","CATSPER3"
"6508","PITX1"
"6509","C5orf66"
"6510","H2AFY"
"6511","AC026691.1"
"6512","DCANP1"
"6513","TIFAB"
"6514","AC022092.1"
"6515","CXCL14"
"6516","TGFBI"
"6517","SMAD5-AS1"
"6518","SMAD5"
"6519","SPOCK1"
"6520","KLHL3"
"6521","HNRNPA0"
"6522","AC106791.1"
"6523","MYOT"
"6524","PKD2L2"
"6525","FAM13B"
"6526","AC113382.1"
"6527","AC113382.2"
"6528","BRD8"
"6529","KIF20A"
"6530","CDC23"
"6531","CDC25C"
"6532","FAM53C"
"6533","AC104116.1"
"6534","KDM3B"
"6535","REEP2"
"6536","EGR1"
"6537","ETF1"
"6538","HSPA9"
"6539","CTNNA1"
"6540","AC034243.1"
"6541","LRRTM2"
"6542","SIL1"
"6543","AC011405.1"
"6544","MATR3"
"6545","SNHG4"
"6546","MATR3.1"
"6547","PAIP2"
"6548","AC135457.1"
"6549","SLC23A1"
"6550","MZB1"
"6551","PROB1"
"6552","SPATA24"
"6553","DNAJC18"
"6554","ECSCR"
"6555","SMIM33"
"6556","TMEM173"
"6557","UBE2D2"
"6558","AC113361.1"
"6559","CXXC5"
"6560","CXXC5-AS1"
"6561","AC008667.1"
"6562","AC008667.4"
"6563","PSD2"
"6564","NRG2"
"6565","AC008667.2"
"6566","MALINC1"
"6567","PURA"
"6568","IGIP"
"6569","CYSTM1"
"6570","PFDN1"
"6571","HBEGF"
"6572","SLC4A9"
"6573","AC008438.1"
"6574","ANKHD1"
"6575","ANKHD1-EIF4EBP3"
"6576","SRA1"
"6577","EIF4EBP3"
"6578","APBB3"
"6579","SLC35A4"
"6580","CD14"
"6581","NDUFA2"
"6582","TMCO6"
"6583","IK"
"6584","WDR55"
"6585","DND1"
"6586","HARS"
"6587","HARS2"
"6588","ZMAT2"
"6589","PCDHA4"
"6590","PCDHA9"
"6591","PCDHA10"
"6592","PCDHB1"
"6593","PCDHB2"
"6594","PCDHB4"
"6595","PCDHB9"
"6596","TAF7"
"6597","SLC25A2"
"6598","AC005618.1"
"6599","PCDHGA1"
"6600","PCDHGA3"
"6601","PCDHGA4"
"6602","PCDHGB2"
"6603","PCDHGA5"
"6604","PCDHGB3"
"6605","PCDHGA6"
"6606","PCDHGA7"
"6607","PCDHGB4"
"6608","PCDHGA8"
"6609","PCDHGB5"
"6610","PCDHGA9"
"6611","PCDHGB6"
"6612","PCDHGA10"
"6613","PCDHGB7"
"6614","PCDHGA11"
"6615","PCDHGA12"
"6616","PCDHGC3"
"6617","PCDHGC4"
"6618","DIAPH1"
"6619","AC008781.2"
"6620","AC008781.1"
"6621","HDAC3"
"6622","RELL2"
"6623","FCHSD1"
"6624","ARAP3"
"6625","PCDH1"
"6626","DELE1"
"6627","PCDH12"
"6628","AC005740.4"
"6629","RNF14"
"6630","AC005740.3"
"6631","GNPDA1"
"6632","NDFIP1"
"6633","ARHGAP26"
"6634","ARHGAP26-AS1"
"6635","NR3C1"
"6636","HMHB1"
"6637","YIPF5"
"6638","KCTD16"
"6639","PRELID2"
"6640","SH3RF2"
"6641","PLAC8L1"
"6642","LARS"
"6643","AC091959.3"
"6644","RBM27"
"6645","POU4F3"
"6646","TCERG1"
"6647","GPR151"
"6648","PPP2R2B"
"6649","STK32A"
"6650","DPYSL3"
"6651","JAKMIP2-AS1"
"6652","JAKMIP2"
"6653","SCGB3A2"
"6654","AC091948.1"
"6655","SPINK9"
"6656","FBXO38"
"6657","AC114939.1"
"6658","ADRB2"
"6659","SH3TC2"
"6660","AC116312.1"
"6661","ABLIM3"
"6662","AFAP1L1"
"6663","GRPEL2"
"6664","GRPEL2-AS1"
"6665","PCYOX1L"
"6666","IL17B"
"6667","AC131025.1"
"6668","CARMN"
"6669","CSNK1A1"
"6670","ARHGEF37"
"6671","PPARGC1B"
"6672","PDE6A"
"6673","SLC26A2"
